QuestionID,Domain,DomainName,Difficulty,QuestionText,ChoiceA,ChoiceB,ChoiceC,ChoiceD,CorrectAnswer,Explanation,CorrectReason,WrongReasonA,WrongReasonB,WrongReasonC,WrongReasonD,RelatedControl,Tags,ActiveFlag,CreatedDate
Q-D1-0038,1,AIガバナンスとプログラム管理,Medium,組織が金融不正検知のための新しいAIソリューションを導入しようとしている。技術を検討する前に最初に取るべき行動はどれか。,最も高性能なAIモデルのベンチマークを実施する,AIが解決すべき具体的な事業課題を特定・明確化し、ステークホルダーのニーズと解決要件をライフサイクル全体にわたり定義する,クラウドベンダーとの契約交渉を開始する,学習用データセットの収集を直ちに始める,B,技術的側面に入る前に、AIソリューションが解決すべき具体的な事業課題を特定・明確化しなければならない。問題を定義し、すべての関連ステークホルダーのニーズを把握し、ライフサイクル全体にわたる具体的な解決要件をマッピングする。この基礎作業が事業目標・戦略との整合を確保し、高コストな失敗を防ぎ、AIが実際の問題を効果的に解決することを保証する。,解決すべき事業課題と要件の定義が技術選定に先立つ最初のステップ。,ベンチマークは問題定義の後に来る技術検討。,正解,契約交渉は要件定義の後の活動。,データ収集は問題定義より後の段階。,"問題定義, 要件定義, 事業整合","問題定義,要件定義,事業整合,ライフサイクル",1,2026-06-23
Q-D1-0039,1,AIガバナンスとプログラム管理,Easy,企業がAIガバナンスフレームワークを構築し、安全で信頼できるAI成果のための手続きを策定している。AI固有の手続きを文書化する最善の理由はどれか。,監査人が読む文書量を増やし真剣さを示すため,データ処理・モデル開発・監視における一貫性を確保し、エラー率を下げモデル挙動への信頼を高めるため,個々の担当者の裁量を最大化するため,外部公開用のマーケティング資料として活用するため,B,文書化されたAI固有の手続きは一貫性を確保するために不可欠である。データ処理・モデル開発・監視における一貫性がエラー率を大幅に下げ、モデル挙動への信頼を高める。手続きはAIシステムをどう開発・展開・監視すべきかの標準化されたロードマップを提供し、より予測可能で信頼性が高く安全な成果につながる。属人的な対応に頼らず再現可能な成功を実現する。,文書化は一貫性を通じてエラー削減と信頼性・再現性を担保する。,文書量の多さ自体が目的ではない。,正解,裁量の最大化は一貫性と相反する。,マーケティング目的は手続き文書化の理由ではない。,"AI固有手続きの文書化, 標準化","手続き文書化,一貫性,信頼性,再現性",1,2026-06-23
Q-D1-0040,1,AIガバナンスとプログラム管理,Medium,企業が生成AIツールの社内利用に向けた最初の許容利用ポリシー（AUP）を策定している。この最初のAUPに含めるべき最も重要な構成要素はどれか。,利用可能なGPU台数の上限,許可される利用ケースと制限される利用ケースのカテゴリ（利用ケース制限）,ベンダーとの料金交渉条項,従業員の勤務時間管理規定,B,この文脈では、許可されるAI利用ケースと制限される利用ケースのカテゴリを明示する利用ケース制限が最重要である。これにより従業員が生成AIツールとどう関わるか、どんなデータを入力でき、どんなコンテンツを作成・利用できるかの境界が明確になる。これらの制限は組織の戦略的文脈・法的義務・リスク選好に基づき適切に定義されるべきで、誤用防止と機微情報保護に有効となる。,許可・制限される利用ケースの明示が境界を定め誤用を防ぐ最重要要素。,GPU台数はAUPの本質的要素ではない。,正解,料金交渉条項はAUPの構成要素ではない。,勤務時間管理はAIのAUPとは無関係。,"許容利用ポリシー（AUP）, 利用ケース制限","AUP,利用ケース制限,生成AI,境界設定",1,2026-06-23
Q-D1-0041,1,AIガバナンスとプログラム管理,Medium,組織がAIシステムへの信頼構築を目的とした責任あるAI（RAI）プログラムを立ち上げる。その成功を確実にするために最も効果的な最初の行動はどれか。,外部コンサルタントにプログラム設計を全面委託する,リーダーシップによる積極的かつ可視的な支持を獲得する,高性能なAIモデルの選定を先行させる,全従業員へのアンケート調査を実施する,B,全社的な取り組みの成功には、責任あるAIプログラムはリーダーシップによる積極的かつ可視的な支持を必要とする。その関与が倫理的価値観を体現し、組織全体に信頼を醸成し、全社的な採用を推進する。リーダーシップが期待値と方向性を設定することが長期的な説明責任に不可欠であり、トップの賛同がなければ最良の設計でも頓挫しうる。,リーダーシップの可視的な支持がRAI文化醸成と全社採用の起点。,外部委託はリーダーシップの関与を代替できない。,正解,モデル選定はプログラム成功の第一歩ではない。,アンケートは支持獲得の代替にはならない。,"責任あるAI（RAI）, リーダーシップの関与","責任あるAI,リーダーシップ,トップダウン,信頼",1,2026-06-23
Q-D1-0042,1,AIガバナンスとプログラム管理,Hard,AIデータセットだけでなく、組織の慣行やプロセスにもAIライフサイクル全体にわたってバイアスが存在している。これはどの種類のバイアスを指すか。,計測バイアス,確証バイアス,システミックバイアス,サンプリングバイアス,C,これはシステミックバイアスである。生データや単一のアルゴリズムに限定されず、組織の規範・確立された慣行・データ収集からモデル開発・展開・監視に至るプロセスに織り込まれている点で広範な課題である。これを単純な計算上の不具合として除去できるものではなく、システム全体に根ざしたものとして認識することが、根本原因に対処する包括的で効果的な緩和策の第一歩となる。,組織の慣行・プロセス全体に織り込まれたバイアスはシステミックバイアスである。,計測バイアスは測定手法に起因する限定的なもの。,確証バイアスは既存仮説を支持する情報を重視する認知傾向。,正解,サンプリングバイアスは標本抽出の偏りに限定される。,"システミックバイアス, バイアス緩和","システミックバイアス,ライフサイクル,組織慣行",1,2026-06-23
Q-D1-0043,1,AIガバナンスとプログラム管理,Hard,決済サービス事業者が第三者ベンダーのクラウドAI不正検知システムを利用している。ベンダーが規約を改定し、顧客がオプトアウトしない限り取引データを再学習に利用できるようにした。企業が契約に含めるべき保護条項はどれか。,可用性に関するSLA条項,価格固定条項,顧客データを明示的な事前承認なくAIモデルの再学習に使用できないとする厳格なデータ利用条項,知財帰属条項,C,含めるべき保護条項は、顧客データを明示的な事前承認なくAIモデルの再学習に使用できないとする厳格なデータ利用条項である。この契約上の保護は、データプライバシー侵害を防ぎ、GDPRのような枠組みへの準拠を確保する。データの利用条件を契約で明確に縛る点が要点である。,厳格なデータ利用条項で、明示的承認なき再学習利用を契約上禁止する。,SLA条項は可用性に関するもので、データ再学習利用の制限ではない,価格固定はコスト面の話でデータ保護条項ではない,正解,知財帰属条項はデータ利用制限とは別の論点である,"GDPR, NIST AI RMF, Third-Party Risk Management","データ利用条項,契約,再学習,オプトアウト,データプライバシー",1,2026-06-23
Q-D1-0044,1,AIガバナンスとプログラム管理,Hard,マーケティング企業が第三者の生成AIサービスを取得し導入した後、著作権侵害の申し立てを受けた。企業の財務的・法的リスクを最もよく緩和する契約上の措置はどれか。,価格割引条項,解約条項,ベンダーによるIP（知的財産）補償（indemnification）条項,データ保持条項,C,最善の契約措置は、ベンダーによるIP補償（indemnification）条項である。これは、AI生成出力およびモデル構築に用いた学習データの双方から生じる著作権侵害の申し立てについて、AIプロバイダが責任を負うことを保証する。これにより著作権侵害の責任をベンダーに移転し、企業を法的・財務的エクスポージャーから保護する。ベンダーに責任を負わせる点が要点である。,ベンダーIP補償条項が著作権侵害の責任をベンダーに移転し企業を保護する。,価格割引はコスト面の話で侵害リスクの緩和にならない,解約条項は契約終了の手段で侵害責任の移転ではない,正解,データ保持条項は保存の話で侵害責任の移転ではない,"EU AI Act, GDPR, IP Indemnification, Third-Party Risk Management","IP補償,著作権侵害,生成AI,契約措置,ベンダー責任",1,2026-06-23
Q-D1-0045,1,AIガバナンスとプログラム管理,Medium,決済サービス事業者がサードパーティのAI不正検知システムを利用しており、ベンダーが顧客の取引データを自社モデルの再学習に利用する意向を示している（顧客の明示的オプトアウトなし）。事業者が講じるべき最善の契約上の安全策はどれか。,サービス料金の値下げを交渉する条項,顧客の事前の明示的承認・同意なしにそのような利用を禁止する厳格なデータ利用条項,サービスの可用性SLAを引き上げる条項,ベンダーのサポート対応時間を延長する条項,B,最善の契約上の安全策は、顧客の事前の明示的承認と明確な同意なしにそのような利用を禁止する厳格なデータ利用条項である。これはGDPRなどのデータプライバシー規制への準拠、ならびに顧客の信頼とデータ権の保護に不可欠である。再学習のような二次利用には明示的な許可が必要である。,明示的同意なしの二次利用を禁じるデータ利用条項がプライバシー準拠と顧客信頼を守る。,料金条項はデータ利用の問題に対処しない。,正解,可用性SLAはデータ二次利用とは無関係。,サポート時間延長はデータ権保護にならない。,"データ利用条項, GDPR, 契約上のセーフガード","データ利用条項,二次利用,契約,GDPR",1,2026-06-23
Q-D1-0046,1,AIガバナンスとプログラム管理,Medium,マーケティング会社がサードパーティの生成AIサービスでコンテンツを作成したが、その出力に基づく著作権侵害の請求リスクに直面している。財務・法的リスクを軽減するために取り得た最善の契約上の対策はどれか。,サービス利用料の上限を設定する条項,ベンダーによるIP（知的財産）補償（インデムニフィケーション）条項,応答速度を保証するSLA,データ保持期間を短縮する条項,B,この場合、ベンダー提供のIP補償（インデムニフィケーション）が最も効果的な契約上の対策である。これはAIプロバイダーが、そのサービスの正当な利用から生じる著作権侵害請求について、責任を引き受けコストと損害賠償を負担することを契約上合意するものである。重大な財務・法的負担をマーケティング会社からAIプロバイダーへ移転する。,ベンダーのIP補償条項が著作権侵害の財務・法的負担をプロバイダーへ移転する。,利用料上限は著作権侵害リスクに対処しない。,正解,応答速度SLAはIPリスクと無関係。,保持期間短縮は著作権侵害の補償にならない。,"IP補償, インデムニフィケーション, 契約条項","IP補償,著作権,契約,生成AI",1,2026-06-23
Q-D2-0001,2,AIリスクマネジメント,Medium,ある企業のAI採用ツールが特定の属性グループの候補者を不均衡に多く不採用にしている。法令遵守を確保するための最善のアプローチはどれか。,学習中に体系的なバイアス検出と影響評価を継続的に実施する,データを客観的な項目のみに限定する,匿名化データのみを使用する,属性に関する特徴量を完全に削除する,A,最善策は、学習段階でモデルを異なる属性グループへの不均衡な影響（disparate impact）について体系的に評価し、問題があれば能動的に是正することである。これは一度きりの確認ではなく継続的なプロセスであり、GDPR・EU AI Act・米国EEOC等の法的・倫理的義務に合致する。属性を無視するのではなく、能動的にバイアスを探索し緩和することが重要である。,学習中の継続的なバイアス検出と影響評価により不均衡を能動的に是正する。,正解,客観項目への限定だけでは間接的バイアスを検出・是正できない,匿名化だけではモデルの不均衡な影響は解消しない,属性削除は代理変数によるバイアスを残し、影響評価もできなくなる,"GDPR, EU AI Act, EEOC Guidelines, NIST AI RMF","バイアス検出,影響評価,公平性,採用AI,継続的監視",1,2026-06-23
Q-D2-0002,2,AIリスクマネジメント,Medium,採用などの機微な用途でAIモデルがバイアスを学習してしまうことに対処し、コンプライアンスを確保する最善の方法はどれか。,訓練時から体系的なバイアス検出と影響評価を継続的に実施する,デプロイ後に苦情が来た時点でモデルを停止する,モデルの精度指標のみを監視する,人事部門の判断にすべて委ねる,A,最善の方法は、体系的なバイアス検出と影響評価を訓練の段階から実施することである。事後対応ではなく、能動的かつ継続的に評価し、モデルが差別的影響（ディスパレートインパクト）を生んでいないかを確認する。これはGDPR、EU AI法、EEOC規則などの法的義務を満たす継続的な取り組みである。,バイアスは事後ではなく、訓練段階から組み込んで継続評価することで初めて統制できる。,正解,苦情が来てからの停止は事後対応であり、能動的なコンプライアンス確保にならない。,精度指標のみの監視ではバイアスや差別的影響を捉えられない。,人事任せでは体系的・継続的なバイアス検出の仕組みが欠ける。,"バイアス検出, 影響評価, EEOC, GDPR, EU AI Act","バイアス検出,影響評価,採用AI,ディスパレートインパクト",1,2026-06-23
Q-D2-0003,2,AIリスクマネジメント,Medium,組織がAIモデルを学習させる初期段階で直面する最大の課題は何か。,多様なデータへの露出を制限すること,学習過程でのデータプライバシーとセキュリティの確保,学習を高速化するためにバイアスを除去すること,モデルを無監督で実行させること,B,良質なAIには多様で高品質なデータが不可欠だが、機微情報を扱う学習過程では、データを不正アクセス・漏えい・誤用から守ることが最大の難題となる。多様なデータの必要性と厳格な保護要件のバランスを取らねばならない点が中核課題である。データを持つこと自体ではなく、安全かつ倫理的に扱うことが要点となる。,多様なデータ確保と厳格な保護要件の両立が学習段階の最大の課題である。,多様なデータの制限はむしろモデルを無効化するため不適切,正解,バイアス除去は速度向上のためではなく公平性のために行う,無監督実行は責任あるAIに反する,"NIST AI RMF, ISO/IEC 42001, GDPR","データプライバシー,モデル学習,機微情報,セキュリティ,データ保護",1,2026-06-23
Q-D2-0004,2,AIリスクマネジメント,Medium,AIのデータセット、組織の慣行・プロセスにわたり、AIライフサイクル全体に存在しうるバイアスの種類はどれか。,システミックバイアス,計算的バイアス,統計的バイアス,人間の認知バイアス,A,答えはシステミックバイアスである。これは単一のデータセットや学習フェーズに限定されず、データ収集の方法、組織の規範・慣行・プロセスといったAIライフサイクル全体に深く埋め込まれている。技術的な修正だけでは対処できず、プロセスや文化の変革を含む全体論的（holistic）な視点が必要となる。,システミックバイアスはライフサイクル全体・組織慣行に埋め込まれた広範なバイアスである。,正解,計算的バイアスはアルゴリズム計算に関わるもので範囲が限定される,統計的バイアスはデータ標本の偏りに関わり、組織慣行全体は含まない,認知バイアスは個人の判断の偏りで、ライフサイクル全体の概念とは異なる,"NIST AI RMF (Bias), ISO/IEC 42001","システミックバイアス,ライフサイクル,組織慣行,バイアス,全体論的対応",1,2026-06-23
Q-D2-0005,2,AIリスクマネジメント,Medium,AIデータライフサイクルにおいて、データ規制への準拠を確保するうえで最も重要なものはどれか。,保持ポリシーを定期的に見直すこと,データ保持と廃棄のポリシーを定義すること,メタデータを適切にタグ付けすること,強力な暗号化を実装すること,B,最も重要なのは、データ保持と廃棄のポリシーを定義することである。データをどれだけの期間保持し、いかに安全に廃棄するかの明確なルールが必要であり、GDPR等が求めるデータ最小化・保存制限に整合する。これらのポリシーがなければデータを過剰に保持し、エクスポージャー（露出）を高めるリスクが生じる。,保持・廃棄ポリシーの定義が規制準拠とデータ過剰保持リスクの低減に直結する。,定期見直しは重要だが、まず保持・廃棄ポリシー自体の定義が前提となる,正解,タグ付けは管理に有用だが規制準拠の中核ではない,暗号化は保護手段だが保持・廃棄の規制要件には直接対応しない,"GDPR, NIST AI RMF, ISO/IEC 42001","データ保持,廃棄ポリシー,データ最小化,ライフサイクル,規制準拠",1,2026-06-23
Q-D2-0006,2,AIリスクマネジメント,Medium,金融会社がローンのデータセットを分析のため第三者ベンダーと共有しようとしている。共有前にデータを匿名化すべき主たる理由はどれか。,規制への準拠を確保するため,データの有用性を維持するため,倫理的配慮に対応するため,ベンダーの処理手順に従うため,A,主たる理由は規制への準拠の確保である。ローンデータには氏名・口座番号などのPII（個人識別情報）が多く含まれる。匿名化は識別子を除去・隠蔽し、特定個人と紐付けられないようにするため、外部共有前のデータプライバシー法遵守に不可欠である。倫理や有用性も考慮事項だが、主要な法的駆動要因はコンプライアンスである。,匿名化はPIIと個人の紐付けを断ち、外部共有前の規制準拠を確保する。,正解,有用性維持は考慮事項だが匿名化の主目的ではない,倫理は関連するが主要な法的駆動要因はコンプライアンスである,ベンダー手順への適合は匿名化の主たる理由ではない,"GDPR, NIST AI RMF","匿名化,PII,データ共有,第三者ベンダー,コンプライアンス",1,2026-06-23
Q-D2-0007,2,AIリスクマネジメント,Medium,金融機関がリスクを効果的に管理するためにAIモデルを分類する最善のアプローチはどれか。,データの機微度に基づく,用いるMLアルゴリズムに基づく,潜在的な事業影響とリスクレベルに基づく,開発チームに基づく,C,推奨されるのは、潜在的な事業影響とリスクレベルに基づく分類である。これにより各モデル固有の脅威・脆弱性に応じてセキュリティ統制とリスク緩和策を調整できる。多数の顧客に影響する高リスクモデルは、影響の小さい内部ツールよりはるかに厳格な監督を要する。リスクの大きい所にリソースを集中させる効率的なリスク管理が要点である。,事業影響とリスクレベルでの分類により統制を適切に調整できる。,機微度は要素の一つだが、事業影響とリスクの総合評価が優先される,アルゴリズム種別は技術属性でリスク管理の主軸にならない,正解,開発チーム単位の分類はリスクの大きさを反映しない,"NIST AI RMF, EU AI Act (Risk-based), ISO/IEC 42001","モデル分類,リスクレベル,事業影響,リスク管理,統制の調整",1,2026-06-23
Q-D2-0008,2,AIリスクマネジメント,Medium,外部の別ソースから取得したデータをAIモデルに用いる際、最も重要な考慮事項はどれか。,データの来歴（プロベナンス）と規制準拠,データの保存形式,データの圧縮率,データの可視化容易性,A,最も重要なのは、データの来歴（provenance）と規制準拠の検証である。データがどこから来て、どのように収集されたかを確認し、関連規制に適合しているかを保証することが、外部データをAIモデルに取り込む際に最優先となる。これはモデルの信頼性と適法性に直接影響する。出所を信頼できなければデータも信頼できない。,外部データは来歴の検証と規制準拠の確認が最優先である。,正解,保存形式は技術的事項で来歴・適法性の確認より優先度が低い,圧縮率は性能上の話で来歴・準拠の本質ではない,可視化容易性は来歴・適法性の確認とは無関係である,"NIST AI RMF, GDPR, ISO/IEC 42001","データ来歴,プロベナンス,外部データ,規制準拠,データ完全性",1,2026-06-23
Q-D2-0009,2,AIリスクマネジメント,Medium,AI環境でデータ分類を実装する際の主たる考慮事項はどれか。,分類レベル,ストレージ容量,ネットワーク帯域,ユーザー数,A,主たる考慮事項は分類レベルである。データが公開・内部・機密・最高機密のいずれかを理解することが、そのデータを環境内でどう取り扱い・保護・処理するかの土台となる。分類レベルがアクセス制御や暗号化要件などデータ取り扱い戦略全体を規定する。安全なデータ管理の基礎となる。,分類レベルがデータの取り扱い・保護・処理方針全体を規定する。,正解,ストレージ容量はインフラ上の検討事項で分類の本質ではない,帯域は性能要素であり分類戦略を規定しない,ユーザー数はアクセス管理の入力だが分類レベルの代替にならない,"ISO/IEC 27001, NIST AI RMF","データ分類,分類レベル,アクセス制御,データ取り扱い,機密度",1,2026-06-23
Q-D2-0010,2,AIリスクマネジメント,Medium,デプロイ済みのAIアセットを運用ライフサイクルを通じて管理するためのベストプラクティスはどれか。,バージョン管理とアクセスログを実装する,本番モデルへの全員アクセスを許可する,ログ取得を停止して性能を最適化する,モデルを変更不可にロックする,A,ベストプラクティスは、バージョン管理とアクセスログの実装である。バージョン管理はモデルの変更履歴を明確にし、アクセスログは誰がいつどのように関与したかを示す。両者を組み合わせることで、デプロイ済みAIアセットのトレーサビリティ・セキュリティ・ガバナンスが支えられる。説明責任を担保する包括的な仕組みとなる。,バージョン管理とアクセスログがトレーサビリティと説明責任を担保する。,正解,全員アクセス許可は最小権限原則に反しリスクを高める,ログ停止は可視性とガバナンスを損なう,変更不可ロックは継続的改善・是正を妨げ現実的でない,"NIST AI RMF, ISO/IEC 42001","バージョン管理,アクセスログ,トレーサビリティ,運用管理,ガバナンス",1,2026-06-23
Q-D2-0011,2,AIリスクマネジメント,Medium,複数部門でAI利用を拡大する組織が、すべてのAI関連アセットの可視性と監督を確立する最善の方法はどれか。,AI関連のツール・モデル・データを既存のインベントリシステムに統合する,各部門に独立した台帳を持たせる,可視化を年次レビュー時のみに限定する,非デプロイのアセットは管理対象から除外する,A,最善の方法は、AI関連のツール・モデル・データを既存のインベントリシステムに統合・集中管理することである。集中化により、デプロイ済み・未デプロイの双方を含む組織全体のアセットについて包括的なトレーサビリティ・監督・管理が確保される。統一的な視点が、複雑なAIアセットのリスク管理とコンプライアンスに不可欠となる。,アセットを集中インベントリに統合し、全社的な可視性と監督を確立する。,正解,部門ごとの独立台帳はサイロ化し全社的可視性を損なう,可視化を年次に限定するのは継続的監督に反する,非デプロイ資産の除外は管理上の盲点を生む,"ISO/IEC 42001, NIST AI RMF","AIインベントリ,可視性,資産管理,集中管理,オーバーサイト",1,2026-06-23
Q-D2-0012,2,AIリスクマネジメント,Medium,外部から取得したコンテンツを生成するLLMなどのAI生成コンテンツに関して、データ完全性に影響しうる重大な問題はどれか。,AIツールは生成するデータの完全性を本質的に保証できない,AIツールは常に遅延を生む,AIツールは大容量データを扱えない,AIツールは暗号化を阻害する,A,根本的な問題は、AIツールが生成するデータの完全性を本質的に保証できないことである。AI生成コンテンツは常に正確・最新・事実とは限らず、ハルシネーション（幻覚）を起こしうる。このため利用者は何を信頼・検証すべきか判断しにくくなる。重要な用途では情報を検証する人間の監督が引き続き不可欠である。,AI生成コンテンツは完全性を保証できず、人間による検証が不可欠である。,正解,遅延は性能の問題でデータ完全性の本質ではない,大容量データ処理の可否は完全性の問題とは別である,暗号化阻害はAI生成コンテンツの完全性問題とは無関係である,"NIST AI RMF, ISO/IEC 42001","データ完全性,ハルシネーション,生成AI,人間の検証,信頼性",1,2026-06-23
Q-D2-0013,2,AIリスクマネジメント,Medium,AIシステムが動的な運用条件下で、リスク許容しきい値の範囲内に留まり続けることを最もよく確保するアプローチはどれか。,AIの挙動と性能を継続的に監視し、リスク対応を動的に調整する,稼働開始時に一度だけリスク評価を行う,しきい値を固定し変更しない,監視を四半期末のみに限定する,A,最善のアプローチは、AIの挙動と性能を継続的に監視し、リスク対応（risk treatment）を動的に調整することである。条件・脅威・システムドリフトが変化してもリスク許容しきい値との整合を維持できる。この能動的・適応的なアプローチが長期的な安定性に不可欠である。一度きりの評価や固定しきい値では変化に追従できない。,継続的監視と動的なリスク対応調整がしきい値内の維持を可能にする。,正解,一度きりの評価は変化に追従できない,固定しきい値は環境変化に対応できない,四半期限定の監視は継続的な逸脱検知に不十分である,"NIST AI RMF, ISO/IEC 23894, ISO/IEC 42001","継続的監視,リスク許容しきい値,動的調整,リスク対応,システムドリフト",1,2026-06-23
Q-D2-0014,2,AIリスクマネジメント,Hard,AIヘルプデスクシステムにジェンダーバイアスが見つかり、緩和策を講じた後も残存バイアスが残っている。許容可能なリスク水準を確保するための最善の対応はどれか。,バイアスを完全に除去できるまで稼働を無期限に延期する,残存バイアスを無視して稼働させる,残存バイアスの影響を文書化しステークホルダーに残存リスクを通知する,システムを全面的に廃棄する,C,最善の対応は、残存バイアスの影響を文書化し、ステークホルダーに残存リスクを通知することである。これは透明性を支え、稼働前に倫理的・法的責任が果たされることを保証する。残存リスクを透明に管理する姿勢が重要である。完全除去を待つ無期限延期や、リスク無視の稼働、過剰な全面廃棄はいずれも適切なリスク管理ではない。,残存リスクを文書化しステークホルダーに開示することで透明にリスクを管理する。,完全除去まで無期限延期するのは現実的でなく過剰反応である,リスク無視の稼働は倫理的・法的責任を果たさない,正解,全面廃棄は過剰反応で、残存リスクは管理可能である,"NIST AI RMF, EU AI Act, ISO/IEC 42001","残存リスク,バイアス緩和,透明性,ステークホルダー通知,リスク受容",1,2026-06-23
Q-D2-0015,2,AIリスクマネジメント,Medium,AIインパクトアセスメントの初期段階で、システムのリスクをデプロイ文脈にわたり適切に評価するために最も重要なことはどれか。,システムが設計・テストされた意図された用途を特定する,最終的な精度指標を決定する,UIデザインを確定する,ベンダー価格を比較する,A,最も重要なのは、システムが設計・テストされた意図された用途（intended use）を特定することである。意図された用途の定義はリスク分析の土台であり、ステークホルダーの特定、潜在的な害、AI利用に関連する規制トリガーを枠付ける。この初期の明確化が適切なリスク評価に不可欠である。何のためのシステムかを最初に定めることが起点となる。,意図された用途の定義がリスク分析の枠組みと評価範囲を定める。,正解,精度指標は評価の一部だが意図された用途の定義が先行する,UIデザインはリスク評価の根幹ではない,ベンダー価格はリスク評価の本質ではない,"NIST AI RMF, EU AI Act (Conformity assessment), ISO/IEC 42001","インパクトアセスメント,意図された用途,リスク評価,デプロイ文脈,規制トリガー",1,2026-06-23
Q-D2-0016,2,AIリスクマネジメント,Medium,重要なアプリケーション向けにAIモデルを選定する際、モデル選定リスクを最も効果的に最小化するプラクティスはどれか。,複数のモデルを包括的に評価する,最初に良好だったモデルを採用する,最も安価なモデルを選ぶ,最も人気のあるモデルを選ぶ,A,最も効果的なのは、複数のモデルを包括的に評価することである。これにより、初期性能だけでなく様々な要素を考慮した十分に情報に基づく選定が可能となり、不適切なモデルを選ぶリスクを最小化できる。最初に見つけたモデルに飛びつかず、徹底した比較評価を行うことが要点である。,複数モデルの包括的評価が情報に基づく選定とリスク最小化を実現する。,正解,最初のモデルの即決は十分な比較を欠きリスクを残す,最安モデルの選択はコストのみを基準とし適合性を軽視する,人気は選定基準として適切でない,"NIST AI RMF, ISO/IEC 42001","モデル選定,包括的評価,リスク最小化,重要アプリケーション,比較評価",1,2026-06-23
Q-D2-0017,2,AIリスクマネジメント,Medium,サードパーティAIモデルを組織システムに統合する際のリスク管理を優先する場合、ライフサイクル全体で文脈固有のリスク対応を最もよく確保するプラクティスはどれか。,サードパーティAIモデルに内部リスク統制フレームワークへの準拠を求め、動的な性能監視と定期再評価で企業のリスクしきい値と照合する,契約締結時に一度だけセキュリティを確認する,ベンダーの自己申告のみに依拠する,統合後は再評価を行わない,A,最善のプラクティスは、サードパーティAIモデルに内部リスク統制フレームワークへの準拠を求め、動的な性能監視と、企業のリスクしきい値に対する定期的な再評価を行うことである。サードパーティのリスク指標を内部基準と整合させ明確に文書化することで、外部コンポーネントが持ち込むリスクの複雑さをライフサイクル全体で一貫して管理できる。ベンダーを自社基準に従わせる姿勢が要点である。,ベンダーを内部統制フレームワークに準拠させ、継続的に監視・再評価する。,正解,一度きりの確認は変化するリスクに追従できない,自己申告依拠は独立検証を欠く,再評価なしはリスクの変化を見逃す,"NIST AI RMF, ISO/IEC 42001, Third-Party Risk Management","サードパーティ,リスク統制,継続的監視,再評価,サプライチェーン",1,2026-06-23
Q-D2-0018,2,AIリスクマネジメント,Easy,AIフレームワークの中で、システム全体を安全に保つために最も重要な構成要素はどれか。,安全なデータ取り扱いとモデル完全性の検証,推論速度の最適化,UIデザインの統一,ライセンス費用の管理,A,AIフレームワークで最も重要なのは、安全なデータ取り扱いとモデル完全性の検証である。これにより、改ざんされたデータや侵害されたモデルから生じうる不正・有害・バイアスのある出力を防げる。モデルが優秀でも、データがゴミだったりモデルが改変されれば重大なセキュリティリスクとなる。,データの安全な扱いとモデル完全性の検証が、悪質な出力を防ぐ基盤となる。,正解,推論速度は性能課題であり、システムの安全性確保の最重要要素ではない。,UIデザインの統一はセキュリティの中核要素ではない。,ライセンス費用管理は調達課題で、完全性確保とは異なる。,"安全なデータ取り扱い, モデル完全性検証","データ完全性,モデル完全性,安全なデータ取扱,セキュリティ",1,2026-06-23
Q-D2-0019,2,AIリスクマネジメント,Medium,多数のAIモデルを運用する銀行が、効果的なリスク管理のためにモデルを分類する最善のアプローチはどれか。,潜在的なビジネスインパクトとリスクレベルに基づいて分類する,モデルの作成日時順に分類する,開発したチーム名で分類する,使用プログラミング言語で分類する,A,最善のアプローチは、潜在的なビジネスインパクトとリスクレベルに基づいて分類することである。マーケティング用のモデルは信用スコアリングや不正検知より低リスクかもしれない。こう分類することで、より高リスクのモデルにより厳格な統制と監督を割り当て、労力を適切に振り向けられる。,インパクトとリスクで分類することで、高リスクモデルに統制を厚く配分できる。,正解,作成日時順はリスクの大小を反映せず、統制配分に役立たない。,チーム名による分類はリスクベースの優先順位付けにならない。,プログラミング言語による分類はビジネスインパクトを反映しない。,"モデルリスク分類, リスクベースアプローチ","モデル分類,ビジネスインパクト,リスクレベル,銀行",1,2026-06-23
Q-D2-0020,2,AIリスクマネジメント,Easy,AIにおけるデータ分類を実装する際の主たる考慮事項はどれか。,分類レベル（公開、内部、機密、制限など）そのもの,データの保存先クラウドのブランド,データセットのファイル形式,データを収集した曜日,A,主たる考慮事項は分類レベルそのものである。公開・内部・機密・制限といった機微度のラベルが、データの扱い方、誰がアクセスできるか、どのセキュリティ統制を適用するかの基盤を形成する。すべては明確な分類レベルの確立から流れていく。,機微度を示す分類レベルが、アクセス権と適用統制を決める土台になる。,正解,クラウドのブランドは分類レベル設計の主たる考慮事項ではない。,ファイル形式はデータ分類の本質的考慮事項ではない。,収集曜日は分類とは無関係。,"データ分類, 機微度ラベル","データ分類,分類レベル,機微度,アクセス制御",1,2026-06-23
